"","gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","Churn","tenure_category"
"3382","Female","No","No","No","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",79.85,"No","2-4 years"
"3383","Male","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.55,"No","Over 5 years "
"3384","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.5,"Yes","Under 1 year"
"3385","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",73.75,"Yes","Under 1 year"
"3386","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.05,"Yes","Under 1 year"
"3387","Female","No","Yes","No","Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Electronic check",68.4,"No","4-5 years"
"3388","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.65,"No","Under 1 year"
"3389","Female","No","Yes","No","Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",55.15,"No","Over 5 years "
"3390","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.6,"No","Under 1 year"
"3391","Male","No","Yes","No","Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",19.95,"No","4-5 years"
"3392","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19,"No","Under 1 year"
"3393","Female","No","Yes","Yes","Yes","No","DSL","No","No","No","No","No","No","One year","Yes","Mailed check",44.1,"No","4-5 years"
"3394","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",107.6,"No","Over 5 years "
"3395","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","No","No","No","No","One year","No","Electronic check",61.55,"No","2-4 years"
"3396","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",90.7,"No","Over 5 years "
"3397","Female","No","Yes","Yes","Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","No","Credit card (automatic)",99.25,"No","4-5 years"
"3398","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",91.7,"No","Over 5 years "
"3399","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",100.7,"No","Over 5 years "
"3400","Female","No","No","No","Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",78.45,"No","2-4 years"
"3401","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",84.3,"No","1-2 years"
"3402","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",19.55,"No","4-5 years"
"3403","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",88.95,"Yes","Under 1 year"
"3404","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",20.45,"No","Under 1 year"
"3405","Female","No","No","Yes","Yes","No","DSL","Yes","Yes","No","No","No","No","One year","No","Credit card (automatic)",55.6,"No","2-4 years"
"3406","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",86.8,"No","Over 5 years "
"3407","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.95,"No","2-4 years"
"3408","Female","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",20.05,"No","Over 5 years "
"3409","Female","No","No","No","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",50.7,"Yes","Under 1 year"
"3410","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",113.65,"No","Over 5 years "
"3411","Male","No","No","No","Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Credit card (automatic)",53.4,"Yes","Under 1 year"
"3412","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.9,"Yes","4-5 years"
"3413","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Mailed check",59.5,"No","Under 1 year"
"3414","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",87.8,"No","2-4 years"
"3415","Female","No","No","No","No","No phone service","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Mailed check",41.9,"No","2-4 years"
"3416","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","One year","Yes","Electronic check",83,"Yes","Over 5 years "
"3417","Male","No","No","Yes","Yes","No","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",69.85,"No","Under 1 year"
"3418","Female","No","Yes","Yes","Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",56.3,"No","Under 1 year"
"3419","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",109.55,"No","4-5 years"
"3420","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","Two year","Yes","Mailed check",92.15,"No","Over 5 years "
"3421","Female","No","No","No","Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",69.5,"No","2-4 years"
"3422","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",97,"No","Over 5 years "
"3423","Female","No","No","No","No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",58.35,"No","Over 5 years "
"3424","Male","No","No","Yes","Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",50.6,"Yes","Under 1 year"
"3425","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.5,"Yes","Under 1 year"
"3426","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",70.4,"No","2-4 years"
"3427","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.8,"Yes","Under 1 year"
"3428","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.3,"No","1-2 years"
"3429","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",93.8,"Yes","4-5 years"
"3430","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",19.55,"No","4-5 years"
"3431","Male","No","No","Yes","Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","No","Electronic check",95.95,"No","4-5 years"
"3432","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.05,"Yes","1-2 years"
"3433","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",94.8,"No","Over 5 years "
"3434","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",107.75,"No","Over 5 years "
"3435","Female","No","No","No","Yes","No","DSL","Yes","No","No","Yes","No","No","One year","Yes","Mailed check",54.6,"No","Under 1 year"
"3436","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",71.3,"No","Under 1 year"
"3437","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",19.5,"No","2-4 years"
"3438","Female","No","No","No","Yes","Yes","DSL","No","Yes","No","No","No","No","One year","Yes","Credit card (automatic)",56.3,"No","2-4 years"
"3439","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.7,"Yes","1-2 years"
"3440","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.15,"Yes","Over 5 years "
"3441","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",90.55,"No","Over 5 years "
"3442","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Mailed check",60.8,"No","2-4 years"
"3443","Male","No","No","No","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",98.8,"No","2-4 years"
"3444","Male","Yes","Yes","No","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",98.15,"No","2-4 years"
"3445","Male","No","Yes","No","No","No phone service","DSL","Yes","No","Yes","No","No","No","One year","No","Mailed check",35.35,"No","2-4 years"
"3446","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",103.15,"No","2-4 years"
"3447","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",107.75,"No","4-5 years"
"3448","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","One year","No","Credit card (automatic)",81.4,"No","2-4 years"
"3449","Male","No","Yes","Yes","Yes","No","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",61.45,"Yes","Under 1 year"
"3450","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",95.7,"No","4-5 years"
"3451","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",104.8,"No","Over 5 years "
"3452","Male","Yes","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",70.95,"No","Over 5 years "
"3453","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44.95,"No","Under 1 year"
"3454","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",97.65,"No","Over 5 years "
"3455","Female","Yes","Yes","Yes","No","No phone service","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check",35.65,"No","2-4 years"
"3456","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.55,"Yes","Under 1 year"
"3457","Female","No","No","No","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",85.25,"No","Over 5 years "
"3458","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.5,"No","Under 1 year"
"3459","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",88.8,"Yes","2-4 years"
"3460","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",25.1,"No","2-4 years"
"3461","Female","No","Yes","No","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.05,"No","2-4 years"
"3462","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",55.7,"No","4-5 years"
"3463","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",85.2,"Yes","Under 1 year"
"3464","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",91.15,"No","2-4 years"
"3465","Female","No","Yes","No","Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",83.85,"No","2-4 years"
"3466","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.9,"No","Under 1 year"
"3467","Male","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.1,"No","Over 5 years "
"3468","Male","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.4,"Yes","Under 1 year"
"3469","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.7,"No","Under 1 year"
"3470","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.5,"No","1-2 years"
"3471","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",51.3,"No","Under 1 year"
"3472","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",21.1,"No","2-4 years"
"3473","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",104.75,"No","4-5 years"
"3474","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",106.15,"Yes","2-4 years"
"3475","Male","Yes","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",85.75,"No","Over 5 years "
"3476","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.3,"No","Under 1 year"
"3477","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","One year","Yes","Electronic check",100.75,"No","Over 5 years "
"3478","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.15,"No","1-2 years"
"3479","Female","No","No","No","Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",78.55,"No","1-2 years"
"3480","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.3,"Yes","Under 1 year"
"3481","Male","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.85,"No","Over 5 years "
"3482","Female","No","No","No","Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",50.7,"No","Under 1 year"
"3483","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",45,"No","1-2 years"
"3484","Female","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",77.8,"No","1-2 years"
"3485","Female","Yes","Yes","No","Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",83.45,"No","2-4 years"
"3486","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.25,"Yes","Under 1 year"
"3487","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","No","Bank transfer (automatic)",94.8,"No","2-4 years"
"3488","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.1,"No","4-5 years"
"3489","Male","No","No","No","Yes","Yes","DSL","No","No","No","No","No","Yes","Month-to-month","No","Mailed check",59.9,"No","Under 1 year"
"3490","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",90.1,"No","2-4 years"
"3491","Male","No","Yes","Yes","Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",51.05,"Yes","Under 1 year"
"3492","Male","No","Yes","No","Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Electronic check",70.95,"No","2-4 years"
"3493","Female","No","No","No","No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",29.2,"No","Under 1 year"
"3494","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",46.6,"No","Under 1 year"
